DISTRICT,DATE,CONFIRMED,RECOVERED,ACTIVE,DEATH
Kozhikode,17-11-2020,644,831,7353,4
Kozhikode,18-11-2020,811,920,7242,2
Kozhikode,19-11-2020,575,894,6918,5
Kozhikode,20-11-2020,691,634,6971,4
Kozhikode,21-11-2020,710,622,7055,4
Kozhikode,22-11-2020,612,828,6838,1
Kozhikode,23-11-2020,514,698,6652,2
Kozhikode,24-11-2020,541,782,6411,0
Kozhikode,25-11-2020,833,678,6565,1
Kozhikode,26-11-2020,686,709,6538,4
Kozhikode,27-11-2020,374,455,6456,1
Kozhikode,28-11-2020,714,1187,5983,0
Kozhikode,29-11-2020,851,733,6099,2
Kozhikode,30-11-2020,481,913,5665,2
Kozhikode,01-12-2020,516,590,5587,4
Kozhikode,02-12-2020,734,814,5498,8
Kozhikode,03-12-2020,547,629,5414,2
Kozhikode,04-12-2020,773,554,5630,3
Kozhikode,05-12-2020,688,460,5853,5
Kozhikode,06-12-2020,561,599,5809,6
Kozhikode,07-12-2020,383,571,5616,5
Kozhikode,08-12-2020,451,421,5642,4
Kozhikode,09-12-2020,656,610,5686,1
Kozhikode,10-12-2020,578,650,5611,3
Kozhikode,11-12-2020,626,450,5784,3
Kozhikode,12-12-2020,763,619,5928,0
Kozhikode,13-12-2020,612,686,5851,3
Kozhikode,14-12-2020,219,410,5652,8
Kozhikode,15-12-2020,276,487,5437,3
Kozhikode,16-12-2020,642,788,5289,2
Kozhikode,17-12-2020,585,780,5090,4
Kozhikode,18-12-2020,674,581,5176,5
Kozhikode,19-12-2020,777,618,5333,2
Kozhikode,20-12-2020,650,684,5293,6
Kozhikode,21-12-2020,507,495,5303,2
Kozhikode,22-12-2020,598,510,5390,0
Kozhikode,23-12-2020,605,640,5354,1
Kozhikode,24-12-2020,518,599,5268,4
Kozhikode,25-12-2020,588,477,5374,5
Kozhikode,26-12-2020,522,356,5538,2
Kozhikode,27-12-2020,579,447,5665,5
Kozhikode,28-12-2020,399,417,5645,1
Kozhikode,29-12-2020,507,645,5506,1
Kozhikode,30-12-2020,638,718,5422,4
Kozhikode,31-12-2020,520,714,5227,1
Kozhikode,01-01-2021,452,707,4969,3
Kozhikode,02-01-2021,596,445,5119,1
Kozhikode,03-01-2021,511,583,5042,5
Kozhikode,04-01-2021,481,373,5149,1
Kozhikode,05-01-2021,426,655,4919,1
Kozhikode,06-01-2021,729,585,5059,4
Kozhikode,07-01-2021,480,517,5021,1
Kozhikode,08-01-2021,469,574,4913,3
Kozhikode,09-01-2021,599,562,4945,5
Kozhikode,10-01-2021,558,511,4988,3
Kozhikode,11-01-2021,414,404,4993,5
Kozhikode,12-01-2021,566,425,5128,6
Kozhikode,14-01-2021,582,482,5225,1
Kozhikode,13-01-2021,669,573,5316,5
Kozhikode,15-01-2021,660,518,5454,4
Kozhikode,16-01-2021,722,561,5609,6
Kozhikode,17-01-2021,677,457,5827,2
Kozhikode,18-01-2021,385,350,5859,3
Kozhikode,19-01-2021,481,460,5876,3
Kozhikode,20-01-2021,770,510,6132,3
Kozhikode,21-01-2021,579,525,6183,3
Kozhikode,22-01-2021,740,611,6307,5
Kozhikode,23-01-2021,814,534,6586,1
Kozhikode,24-01-2021,763,593,6755,1
Kozhikode,25-01-2021,439,390,6804,0
Kozhikode,26-01-2021,466,475,6792,3
Kozhikode,27-01-2021,758,594,6951,5
Kozhikode,28-01-2021,584,610,6924,1
Kozhikode,29-01-2021,710,670,6960,4
Kozhikode,30-01-2021,822,744,7034,3
Kozhikode,31-01-2021,650,790,6887,7
Kozhikode,01-02-2021,432,390,6927,2
Kozhikode,02-02-2021,501,750,6677,1
Kozhikode,03-02-2021,741,790,6627,1
Kozhikode,04-02-2021,676,838,6463,2
Kozhikode,05-02-2021,706,809,6355,5
Kozhikode,06-02-2021,696,619,6428,4
Kozhikode,07-02-2021,663,623,6463,5
Kozhikode,08-02-2021,403,410,6456,0
Kozhikode,09-02-2021,477,797,6131,4
Kozhikode,10-02-2021,652,829,5949,5
Kozhikode,11-02-2021,614,666,5896,1
Kozhikode,12-02-2021,521,604,5812,1
Kozhikode,13-02-2021,750,582,5978,2
Kozhikode,14-02-2021,476,639,5815,0
Kozhikode,15-02-2021,292,336,5770,0
Kozhikode,16-02-2021,424,866,5328,0
Kozhikode,17-02-2021,486,880,4933,1
Kozhikode,18-02-2021,638,708,4860,3
Kozhikode,19-02-2021,509,590,4777,2
Kozhikode,20-02-2021,602,659,4718,2
Kozhikode,21-02-2021,552,652,4614,4
Kozhikode,22-02-2021,374,617,4368,3
Kozhikode,23-02-2021,357,521,4204,0
Kozhikode,24-02-2021,483,742,3942,3
Kozhikode,25-02-2021,480,477,3944,1
Kozhikode,26-02-2021,457,432,3966,2
Kozhikode,27-02-2021,519,326,4156,3
Kozhikode,28-02-2021,387,351,4192,0
Kozhikode,01-03-2021,380,341,4229,1
Kozhikode,02-03-2021,334,500,4062,1
Kozhikode,03-03-2021,399,605,3854,1
Kozhikode,04-03-2021,345,558,3636,5
Kozhikode,05-03-2021,358,377,3616,1
Kozhikode,06-03-2021,376,412,3578,2
Kozhikode,07-03-2021,315,388,3504,1
Kozhikode,08-03-2021,245,527,3219,2
Kozhikode,09-03-2021,267,446,3038,2
Kozhikode,10-03-2021,341,519,2858,2
Kozhikode,11-03-2021,261,388,2727,4
Kozhikode,12-03-2021,265,373,2616,3
Kozhikode,13-03-2021,255,330,2540,1
Kozhikode,14-03-2021,288,404,2423,1
Kozhikode,15-03-2021,117,334,2205,1
Kozhikode,16-03-2021,237,365,2074,3
Kozhikode,17-03-2021,246,371,1947,1
Kozhikode,18-03-2021,213,315,1845,0
Kozhikode,19-03-2021,261,249,1853,4
Kozhikode,20-03-2021,321,255,1917,2
Kozhikode,21-03-2021,241,350,1805,3
Kozhikode,22-03-2021,114,264,1654,1
Kozhikode,23-03-2021,223,265,1609,3
Kozhikode,24-03-2021,333,259,1682,1
Kozhikode,25-03-2021,301,296,1687,0
Kozhikode,26-03-2021,262,243,1706,0
Kozhikode,27-03-2021,263,260,1709,0
Kozhikode,28-03-2021,403,257,1853,2
Kozhikode,29-03-2021,184,41,1992,4
Kozhikode,30-03-2021,325,271,2044,2
Kozhikode,31-03-2021,398,297,2142,3
Kozhikode,01-04-2021,424,264,2299,3
Kozhikode,02-04-2021,385,178,2503,2
Kozhikode,03-04-2021,568,202,2867,2
Kozhikode,04-04-2021,403,299,2968,3
Kozhikode,05-04-2021,360,302,3022,4
Kozhikode,06-04-2021,402,274,3150,0
Kozhikode,07-04-2021,550,273,3423,4
Kozhikode,08-04-2021,453,391,3482,3
Kozhikode,09-04-2021,715,228,3966,2
Kozhikode,10-04-2021,791,301,4453,3
Kozhikode,11-04-2021,1271,407,5314,3
Kozhikode,12-04-2021,1010,425,5896,3
Kozhikode,13-04-2021,867,409,6351,3
Kozhikode,14-04-2021,1098,472,6975,2
Kozhikode,15-04-2021,1062,410,7624,2
Kozhikode,16-04-2021,1560,464,8715,5
Kozhikode,17-04-2021,1504,402,9814,3
Kozhikode,18-04-2021,2560,564,11807,3
Kozhikode,19-04-2021,2022,481,13346,2
Kozhikode,20-04-2021,2341,715,14970,2
Kozhikode,21-04-2021,2645,788,16824,3
Kozhikode,22-04-2021,3372,1298,18893,5
Kozhikode,23-04-2021,3939,1012,21815,5
Kozhikode,24-04-2021,3767,858,24714,10
Kozhikode,25-04-2021,3998,1099,27609,4
Kozhikode,26-04-2021,3251,1074,29782,4
Kozhikode,27-04-2021,5015,1567,33227,3
Kozhikode,28-04-2021,4317,1487,36054,3
Kozhikode,29-04-2021,4990,2577,38455,12
Kozhikode,30-04-2021,4915,2013,41350,7
Kozhikode,01-05-2021,5554,2295,44609,0
Kozhikode,02-05-2021,4238,2660,46170,17
Kozhikode,03-05-2021,3919,3382,46697,10
Kozhikode,04-05-2021,4788,3934,47542,9
Kozhikode,05-05-2021,5180,3762,48954,6
Kozhikode,06-05-2021,5700,3996,50658,0
Kozhikode,07-05-2021,4200,3194,51649,15
Kozhikode,08-05-2021,3981,4991,50639,0
Kozhikode,09-05-2021,3805,4341,50089,14
Kozhikode,10-05-2021,2522,4995,47605,11
Kozhikode,11-05-2021,3927,4890,46635,6
Kozhikode,12-05-2021,4418,5540,45489,24
Kozhikode,13-05-2021,3346,4242,44584,9
Kozhikode,14-05-2021,2760,3912,43424,8
Kozhikode,15-05-2021,2966,4725,41645,19
Kozhikode,16-05-2021,2406,5179,38871,1
Kozhikode,17-05-2021,1492,5724,34619,20
Kozhikode,18-05-2021,2474,4169,32908,15
Kozhikode,19-05-2021,2668,3974,31593,9
Kozhikode,20-05-2021,2207,3823,29954,21
Kozhikode,21-05-2021,2382,2450,29872,14
Malappuram,16-03-2020,2,0,2,0
Malappuram,22-03-2020,2,0,4,0
Malappuram,24-03-2020,1,0,5,0
Malappuram,26-03-2020,3,0,8,0
Malappuram,28-03-2020,1,0,9,0
Malappuram,29-03-2020,1,0,10,0
Malappuram,01-04-2020,2,0,12,0
Malappuram,02-04-2020,1,1,12,0
Malappuram,05-04-2020,0,1,11,0
Malappuram,06-04-2020,2,0,13,0
Malappuram,07-04-2020,1,0,14,0
Malappuram,09-04-2020,2,2,14,0
Malappuram,10-04-2020,2,0,16,0
Malappuram,12-04-2020,0,6,10,0
Malappuram,14-04-2020,0,1,9,0
Malappuram,16-04-2020,0,1,8,0
Malappuram,17-04-2020,0,1,7,0
Malappuram,19-04-2020,0,1,6,0
Malappuram,21-04-2020,1,0,7,0
Malappuram,22-04-2020,1,0,8,0
Malappuram,23-04-2020,0,1,7,0
Malappuram,24-04-2020,0,3,3,1
Malappuram,26-04-2020,0,1,2,0
Malappuram,27-04-2020,1,1,2,0
Malappuram,30-04-2020,1,1,2,0
Malappuram,04-05-2020,0,2,0,0
Malappuram,09-05-2020,2,0,2,0
Malappuram,10-05-2020,1,0,3,0
Malappuram,11-05-2020,1,0,4,0
Malappuram,12-05-2020,3,0,7,0
Malappuram,13-05-2020,3,0,10,0
Malappuram,14-05-2020,5,0,15,0
Malappuram,15-05-2020,4,0,19,0
Malappuram,16-05-2020,2,0,21,0
Malappuram,17-05-2020,4,0,25,0
Malappuram,18-05-2020,1,0,26,0
Malappuram,19-05-2020,3,0,29,0
Malappuram,20-05-2020,4,0,33,0
Malappuram,21-05-2020,5,1,37,0
Malappuram,22-05-2020,4,2,39,0
Malappuram,23-05-2020,8,0,47,0
Malappuram,24-05-2020,5,0,52,0
Malappuram,25-05-2020,0,1,51,0
Malappuram,26-05-2020,5,3,53,0
Malappuram,27-05-2020,0,6,47,0
Malappuram,28-05-2020,8,1,54,0
Malappuram,29-05-2020,5,1,58,0
Malappuram,30-05-2020,0,4,54,0
Malappuram,31-05-2020,3,2,55,0
Malappuram,01-06-2020,14,7,62,0
Malappuram,02-06-2020,15,1,76,0
Malappuram,03-06-2020,11,0,87,0
Malappuram,04-06-2020,8,8,86,1
Malappuram,05-06-2020,18,0,104,0
Malappuram,06-06-2020,12,0,115,1
Malappuram,07-06-2020,27,1,141,0
Malappuram,08-06-2020,14,0,155,0
Malappuram,09-06-2020,6,0,161,0
Malappuram,10-06-2020,7,0,168,0
Malappuram,11-06-2020,10,2,176,0
Malappuram,12-06-2020,14,0,190,0
Malappuram,13-06-2020,15,7,198,0
Malappuram,14-06-2020,3,5,196,0
Malappuram,15-06-2020,6,10,192,0
Malappuram,16-06-2020,15,6,201,0
Malappuram,17-06-2020,11,0,212,0
Malappuram,18-06-2020,4,2,214,0
Malappuram,19-06-2020,18,15,217,0
Malappuram,20-06-2020,5,1,221,0
Malappuram,21-06-2020,10,28,203,0
Malappuram,22-06-2020,17,23,197,0
Malappuram,23-06-2020,11,15,193,0
Malappuram,24-06-2020,10,7,196,0
Malappuram,25-06-2020,6,12,190,0
Malappuram,26-06-2020,16,18,188,0
Malappuram,27-06-2020,47,19,216,0
Malappuram,28-06-2020,5,0,221,0
Malappuram,29-06-2020,14,7,227,1
Malappuram,30-06-2020,32,22,237,0
Malappuram,01-07-2020,34,14,257,0
Malappuram,02-07-2020,24,56,225,0
Malappuram,03-07-2020,35,10,250,0
Malappuram,04-07-2020,37,7,280,0
Malappuram,05-07-2020,26,28,278,0
Malappuram,06-07-2020,35,13,299,1
Malappuram,07-07-2020,63,10,352,0
Malappuram,08-07-2020,46,12,386,0
Malappuram,09-07-2020,55,7,434,0
Malappuram,10-07-2020,41,18,457,0
Malappuram,11-07-2020,51,15,493,0
Malappuram,12-07-2020,42,16,519,0
Malappuram,13-07-2020,47,28,538,0
Malappuram,14-07-2020,58,12,584,0
Malappuram,15-07-2020,18,42,560,0
Malappuram,16-07-2020,42,37,565,0
Malappuram,17-07-2020,25,31,559,0
Malappuram,18-07-2020,19,26,552,0
Malappuram,19-07-2020,25,0,577,0
Malappuram,20-07-2020,50,32,595,0
Malappuram,21-07-2020,61,53,603,0
Malappuram,22-07-2020,61,52,612,0
Malappuram,23-07-2020,89,30,671,0
Malappuram,24-07-2020,58,24,705,0
Malappuram,25-07-2020,68,185,588,0
Malappuram,26-07-2020,56,121,522,1
Malappuram,27-07-2020,86,88,520,0
Malappuram,28-07-2020,112,34,598,0
Malappuram,29-07-2020,87,34,649,1
Malappuram,30-07-2020,32,12,669,0
Malappuram,31-07-2020,75,9,734,0
Malappuram,01-08-2020,141,36,837,1
Malappuram,02-08-2020,126,44,919,0
Malappuram,03-08-2020,85,38,966,0
Malappuram,04-08-2020,131,94,1003,0
Malappuram,05-08-2020,167,77,1093,0
Malappuram,06-08-2020,129,114,1108,0
Malappuram,07-08-2020,143,40,1210,1
Malappuram,08-08-2020,114,165,1159,0
Malappuram,09-08-2020,170,109,1220,0
Malappuram,10-08-2020,255,53,1421,1
Malappuram,11-08-2020,242,51,1612,0
Malappuram,12-08-2020,261,107,1766,0
Malappuram,13-08-2020,202,61,1905,1
Malappuram,14-08-2020,198,424,1678,1
Malappuram,15-08-2020,362,0,2040,0
Malappuram,16-08-2020,221,82,2179,0
Malappuram,17-08-2020,306,130,2354,1
Malappuram,18-08-2020,242,194,2402,0
Malappuram,19-08-2020,322,263,2461,0
Malappuram,20-08-2020,356,108,2709,0
Malappuram,21-08-2020,335,319,2720,4
Malappuram,22-08-2020,395,240,2874,1
Malappuram,23-08-2020,186,100,2960,0
Malappuram,24-08-2020,169,116,3012,1
Malappuram,25-08-2020,454,240,3224,2
Malappuram,26-08-2020,352,254,3322,0
Malappuram,27-08-2020,230,538,3014,0
Malappuram,28-08-2020,298,345,2964,2
Malappuram,29-08-2020,379,372,2970,1
Malappuram,30-08-2020,195,328,2837,0
Malappuram,31-08-2020,177,253,2761,0
Malappuram,01-09-2020,191,286,2666,0
Malappuram,02-09-2020,146,317,2495,0
Malappuram,03-09-2020,91,210,2376,0
Malappuram,04-09-2020,178,627,1925,2
Malappuram,05-09-2020,249,338,1836,0
Malappuram,06-09-2020,324,202,1958,0
Malappuram,07-09-2020,187,202,1943,0
Malappuram,08-09-2020,358,159,2142,0
Malappuram,09-09-2020,201,150,2193,0
Malappuram,10-09-2020,330,119,2397,7
Malappuram,11-09-2020,390,111,2675,1
Malappuram,12-09-2020,310,201,2783,1
Malappuram,13-09-2020,378,202,2959,0
Malappuram,14-09-2020,482,261,3177,3
Malappuram,15-09-2020,348,303,3221,1
Malappuram,16-09-2020,298,257,3260,2
Malappuram,17-09-2020,351,214,3396,1
Malappuram,18-09-2020,297,265,3425,3
Malappuram,19-09-2020,534,326,3633,0
Malappuram,20-09-2020,483,388,3725,3
Malappuram,21-09-2020,349,486,3580,8
Malappuram,22-09-2020,444,468,3554,2
Malappuram,23-09-2020,512,372,3692,2
Malappuram,24-09-2020,763,513,3942,0
Malappuram,25-09-2020,784,588,4137,1
Malappuram,26-09-2020,826,486,4474,3
Malappuram,27-09-2020,915,399,4990,0
Malappuram,28-09-2020,405,421,4971,3
Malappuram,29-09-2020,1040,519,5488,4
Malappuram,30-09-2020,977,601,5862,2
Malappuram,01-10-2020,968,322,6508,0
Malappuram,02-10-2020,1016,951,6573,0
Malappuram,03-10-2020,973,641,6905,0
Malappuram,04-10-2020,792,715,6976,6
Malappuram,05-10-2020,606,757,6822,2
Malappuram,06-10-2020,854,541,7131,4
Malappuram,07-10-2020,1350,743,7733,5
Malappuram,08-10-2020,1024,876,7881,0
Malappuram,09-10-2020,1174,909,8142,4
Malappuram,10-10-2020,1632,1061,8712,1
Malappuram,11-10-2020,1451,1059,9099,5
Malappuram,12-10-2020,740,915,8924,0
Malappuram,13-10-2020,1139,772,9288,3
Malappuram,14-10-2020,1013,1519,8776,6
Malappuram,15-10-2020,447,1010,8212,0
Malappuram,16-10-2020,1025,432,8805,0
Malappuram,17-10-2020,1519,513,9807,4
Malappuram,18-10-2020,1399,805,10398,3
Malappuram,19-10-2020,910,298,11008,2
Malappuram,20-10-2020,786,1093,10696,5
Malappuram,21-10-2020,668,832,10532,0
Malappuram,22-10-2020,897,731,10693,5
Malappuram,23-10-2020,1375,324,11744,0
Malappuram,24-10-2020,719,207,12255,1
Malappuram,25-10-2020,653,1052,11850,6
Malappuram,26-10-2020,853,1002,11700,1
Malappuram,27-10-2020,706,993,11412,1
Malappuram,28-10-2020,548,1028,10931,1
Malappuram,29-10-2020,589,1300,10215,5
Malappuram,30-10-2020,761,1106,9867,3
Malappuram,31-10-2020,769,994,9640,2
Malappuram,01-11-2020,522,890,9271,1
Malappuram,02-11-2020,467,945,8792,1
Malappuram,03-11-2020,467,945,8312,1
Malappuram,04-11-2020,784,655,8438,3
Malappuram,05-11-2020,627,853,8207,5
Malappuram,06-11-2020,761,1180,7785,3
Malappuram,07-11-2020,642,1343,7081,3
Malappuram,08-11-2020,540,906,6712,3
Malappuram,09-11-2020,548,560,6699,1
Malappuram,10-11-2020,685,545,6838,1
Malappuram,11-11-2020,527,661,6702,2
Malappuram,12-11-2020,617,569,6749,1
Malappuram,13-11-2020,588,522,6812,3
Malappuram,14-11-2020,673,617,6862,6
Malappuram,15-11-2020,558,725,6692,3
Malappuram,16-11-2020,496,684,6503,1
Malappuram,17-11-2020,776,497,6776,6
Malappuram,18-11-2020,507,661,6619,3
Malappuram,19-11-2020,862,522,6951,8
Malappuram,20-11-2020,1054,740,7264,1
Malappuram,21-11-2020,764,740,7285,2
Malappuram,22-11-2020,796,785,7293,3
Malappuram,23-11-2020,1023,527,7788,1
Malappuram,24-11-2020,852,617,8022,1
Malappuram,25-11-2020,664,588,8094,4
Malappuram,26-11-2020,719,789,8023,1
Malappuram,27-11-2020,612,779,7852,4
Malappuram,28-11-2020,680,766,7762,4
Malappuram,29-11-2020,721,776,7704,3
Malappuram,30-11-2020,611,507,7806,2
Malappuram,01-12-2020,886,862,7828,2
Malappuram,02-12-2020,822,1054,7595,1
Malappuram,03-12-2020,714,764,7542,3
Malappuram,04-12-2020,943,796,7682,7
Malappuram,05-12-2020,920,1023,7577,2
Malappuram,06-12-2020,664,852,7386,3
Malappuram,07-12-2020,541,864,7060,3
Malappuram,08-12-2020,694,719,7035,0
Malappuram,09-12-2020,709,612,7125,7
Malappuram,10-12-2020,700,680,7142,3
Malappuram,11-12-2020,619,790,6965,6
Malappuram,12-12-2020,765,611,7115,4
Malappuram,13-12-2020,649,886,6873,5
Malappuram,14-12-2020,441,822,6491,1
Malappuram,15-12-2020,377,714,6148,6
Malappuram,16-12-2020,437,943,5635,7
Malappuram,17-12-2020,515,520,5627,3
Malappuram,18-12-2020,485,664,5443,5
Malappuram,19-12-2020,657,664,5436,0
Malappuram,20-12-2020,662,641,5454,3
Malappuram,21-12-2020,626,694,5385,1
Malappuram,22-12-2020,565,709,5233,8
Malappuram,23-12-2020,500,570,5159,4
Malappuram,24-12-2020,482,419,5221,1
Malappuram,25-12-2020,466,508,5177,2
Malappuram,26-12-2020,513,465,5221,4
Malappuram,27-12-2020,517,503,5231,4
Malappuram,28-12-2020,504,629,5104,2
Malappuram,29-12-2020,610,475,5233,6
Malappuram,30-12-2020,407,609,5029,2
Malappuram,31-12-2020,388,547,4866,4
Malappuram,01-01-2021,511,480,4894,3
Malappuram,02-01-2021,580,457,5015,2
Malappuram,03-01-2021,522,696,4839,2
Malappuram,04-01-2021,406,522,4721,2
Malappuram,05-01-2021,385,495,4610,0
Malappuram,06-01-2021,432,421,4618,3
Malappuram,07-01-2021,435,545,4506,2
Malappuram,08-01-2021,419,569,4354,2
Malappuram,09-01-2021,523,478,4399,0
Malappuram,10-01-2021,441,511,4326,3
Malappuram,11-01-2021,388,457,4257,0
Malappuram,12-01-2021,400,297,4358,2
Malappuram,14-01-2021,712,395,4672,2
Malappuram,13-01-2021,409,447,4633,1
Malappuram,15-01-2021,478,699,4410,2
Malappuram,16-01-2021,489,456,4443,0
Malappuram,17-01-2021,479,515,4407,0
Malappuram,18-01-2021,357,488,4274,2
Malappuram,19-01-2021,509,367,4414,2
Malappuram,20-01-2021,537,540,4408,3
Malappuram,21-01-2021,657,572,4491,1
Malappuram,22-01-2021,582,602,4469,2
Malappuram,23-01-2021,535,575,4428,1
Malappuram,24-01-2021,403,570,4260,1
Malappuram,25-01-2021,220,383,4094,3
Malappuram,26-01-2021,511,261,4343,1
Malappuram,27-01-2021,404,530,4215,2
Malappuram,28-01-2021,413,387,4241,0
Malappuram,29-01-2021,414,799,3854,1
Malappuram,30-01-2021,423,422,3854,1
Malappuram,31-01-2021,482,387,3949,0
Malappuram,01-02-2021,516,517,3947,1
Malappuram,02-02-2021,454,520,3880,1
Malappuram,03-02-2021,383,554,3708,1
Malappuram,04-02-2021,489,724,3472,1
Malappuram,05-02-2021,605,538,3537,2
Malappuram,06-02-2021,652,571,3617,1
Malappuram,07-02-2021,671,670,3618,0
Malappuram,08-02-2021,503,728,3393,0
Malappuram,09-02-2021,449,645,3195,1
Malappuram,10-02-2021,421,318,3297,1
Malappuram,11-02-2021,413,589,3121,0
Malappuram,12-02-2021,529,424,3226,0
Malappuram,13-02-2021,308,519,3012,3
Malappuram,14-02-2021,630,315,3327,0
Malappuram,15-02-2021,560,649,3237,1
Malappuram,16-02-2021,345,570,3008,4
Malappuram,17-02-2021,332,420,2920,0
Malappuram,18-02-2021,493,315,3096,2
Malappuram,19-02-2021,476,578,2993,1
Malappuram,20-02-2021,529,596,2923,2
Malappuram,21-02-2021,346,535,2733,0
Malappuram,22-02-2021,229,391,2569,1
Malappuram,23-02-2021,355,272,2651,1
Malappuram,24-02-2021,329,351,2628,1
Malappuram,25-02-2021,270,408,2487,3
Malappuram,26-02-2021,278,213,2551,0
Malappuram,27-02-2021,388,368,2569,2
Malappuram,28-02-2021,354,387,2536,0
Malappuram,01-03-2021,241,377,2399,1
Malappuram,02-03-2021,344,288,2453,2
Malappuram,03-03-2021,280,405,2327,1
Malappuram,04-03-2021,171,322,2175,1
Malappuram,05-03-2021,298,196,2277,0
Malappuram,06-03-2021,286,342,2220,1
Malappuram,07-03-2021,176,286,2109,1
Malappuram,08-03-2021,132,249,1990,2
Malappuram,09-03-2021,142,246,1884,2
Malappuram,10-03-2021,283,211,1956,0
Malappuram,11-03-2021,179,265,1869,1
Malappuram,12-03-2021,205,204,1870,0
Malappuram,13-03-2021,173,243,1799,1
Malappuram,14-03-2021,151,167,1782,1
Malappuram,15-03-2021,124,171,1735,0
Malappuram,16-03-2021,102,277,1558,2
Malappuram,17-03-2021,163,177,1541,2
Malappuram,18-03-2021,146,175,1510,2
Malappuram,19-03-2021,155,147,1515,2
Malappuram,20-03-2021,146,221,1440,0
Malappuram,21-03-2021,139,136,1443,0
Malappuram,22-03-2021,81,154,1369,1
Malappuram,23-03-2021,92,95,1364,2
Malappuram,24-03-2021,173,99,1436,2
Malappuram,25-03-2021,193,185,1443,1
Malappuram,26-03-2021,103,220,1326,0
Malappuram,27-03-2021,140,113,1353,0
Malappuram,28-03-2021,207,166,1391,3
Malappuram,29-03-2021,134,204,1320,1
Malappuram,30-03-2021,250,147,1422,1
Malappuram,31-03-2021,206,255,1373,0
Malappuram,01-04-2021,170,197,1346,0
Malappuram,02-04-2021,224,160,1410,0
Malappuram,03-04-2021,191,173,1428,0
Malappuram,04-04-2021,240,203,1464,1
Malappuram,05-04-2021,193,208,1449,0
Malappuram,06-04-2021,261,190,1519,1
Malappuram,07-04-2021,276,260,1533,2
Malappuram,08-04-2021,359,249,1643,0
Malappuram,09-04-2021,359,330,1672,0
Malappuram,10-04-2021,549,304,1913,4
Malappuram,11-04-2021,728,265,2375,1
Malappuram,12-04-2021,612,253,2734,0
Malappuram,13-04-2021,633,263,3102,2
Malappuram,14-04-2021,888,261,3729,0
Malappuram,15-04-2021,744,264,4209,0
Malappuram,16-04-2021,882,278,4811,2
Malappuram,17-04-2021,1430,249,5992,0
Malappuram,18-04-2021,1677,247,7420,2
Malappuram,19-04-2021,1661,169,8912,0
Malappuram,20-04-2021,1945,159,10696,2
Malappuram,21-04-2021,1874,165,12403,1
Malappuram,22-04-2021,2776,378,14798,3
Malappuram,23-04-2021,2671,529,16939,1
Malappuram,24-04-2021,2745,540,19143,1
Malappuram,25-04-2021,3123,754,21508,4
Malappuram,26-04-2021,2455,825,23136,2
Malappuram,27-04-2021,3251,704,25683,0
Malappuram,28-04-2021,3684,721,28638,8
Malappuram,29-04-2021,3857,999,31490,6
Malappuram,30-04-2021,3945,1099,34336,0
Malappuram,01-05-2021,3354,1622,36067,1
Malappuram,02-05-2021,3085,1758,37389,4
Malappuram,03-05-2021,3278,1912,38754,1
Malappuram,04-05-2021,4323,2125,40944,8
Malappuram,05-05-2021,4166,2711,42396,3
Malappuram,06-05-2021,4405,3205,43596,0
Malappuram,07-05-2021,3949,3224,44320,1
Malappuram,08-05-2021,4558,3388,45490,0
Malappuram,09-05-2021,3850,3621,45718,1
Malappuram,10-05-2021,3443,3694,45463,4
Malappuram,11-05-2021,4774,3877,46360,0
Malappuram,12-05-2021,5388,3946,47797,5
Malappuram,13-05-2021,5044,2908,49933,0
Malappuram,14-05-2021,3997,3981,49949,0
Malappuram,15-05-2021,4782,3669,51054,8
Malappuram,16-05-2021,4424,4050,51427,1
Malappuram,17-05-2021,2941,4050,50318,0
Malappuram,18-05-2021,4320,4460,50172,6
Malappuram,19-05-2021,4212,5054,49329,1
Malappuram,20-05-2021,4746,5729,48343,3
Malappuram,21-05-2021,3499,4613,47224,5
Palakkad,24-03-2020,1,0,1,0
Palakkad,25-03-2020,2,0,3,0
Palakkad,28-03-2020,1,0,4,0
Palakkad,29-03-2020,1,0,5,0
Palakkad,01-04-2020,1,0,6,0
Palakkad,04-04-2020,1,0,7,0
Palakkad,11-04-2020,0,4,3,0
Palakkad,13-04-2020,1,0,4,0
Palakkad,14-04-2020,0,2,2,0
Palakkad,21-04-2020,4,0,6,0
Palakkad,22-04-2020,0,1,5,0
Palakkad,27-04-2020,1,0,6,0
Palakkad,30-04-2020,0,4,2,0
Palakkad,04-05-2020,0,1,1,0
Palakkad,10-05-2020,0,1,0,0
Palakkad,11-05-2020,1,0,1,0
Palakkad,13-05-2020,2,0,3,0
Palakkad,14-05-2020,3,0,6,0
Palakkad,15-05-2020,1,0,7,0
Palakkad,16-05-2020,2,0,9,0
Palakkad,17-05-2020,2,0,11,0
Palakkad,18-05-2020,1,0,12,0
Palakkad,19-05-2020,1,0,13,0
Palakkad,20-05-2020,7,0,20,0
Palakkad,21-05-2020,1,0,21,0
Palakkad,22-05-2020,5,0,26,0
Palakkad,23-05-2020,19,0,45,0
Palakkad,24-05-2020,4,0,49,0
Palakkad,25-05-2020,5,0,54,0
Palakkad,26-05-2020,29,2,81,0
Palakkad,27-05-2020,8,0,89,0
Palakkad,28-05-2020,16,0,105,0
Palakkad,29-05-2020,14,0,119,0
Palakkad,30-05-2020,9,0,128,0
Palakkad,31-05-2020,12,0,140,0
